time,temp,pressure,vibration
2026-03-31 13:34:00,445.21,1.086,0.251
2026-03-31 13:35:00,450.84,1.091,0.21
2026-03-31 13:36:00,437.46,1.125,0.393
2026-03-31 13:37:00,457.71,0.977,0.276
2026-03-31 13:38:00,450.07,1.068,0.35
2026-03-31 13:39:00,457.7,0.984,0.297
2026-03-31 13:40:00,459.02,0.972,0.264
2026-03-31 13:41:00,449.23,1.063,0.221
2026-03-31 13:42:00,456.74,1.0,0.382
2026-03-31 13:43:00,444.7,0.927,0.13
2026-03-31 13:44:00,452.17,0.974,0.323
2026-03-31 13:45:00,447.63,0.887,0.466
2026-03-31 13:46:00,453.48,1.008,0.306
2026-03-31 13:47:00,454.41,1.035,0.252
2026-03-31 13:48:00,449.2,1.078,0.446
2026-03-31 13:49:00,452.72,1.061,0.317
2026-03-31 13:50:00,454.72,1.101,0.513
2026-03-31 13:51:00,450.94,0.991,0.17
2026-03-31 13:52:00,462.7,0.908,0.191
2026-03-31 13:53:00,449.31,1.087,0.26
2026-03-31 13:54:00,458.28,0.941,0.344
2026-03-31 13:55:00,455.73,1.073,0.433
2026-03-31 13:56:00,440.7,0.918,0.384
2026-03-31 13:57:00,457.46,1.015,0.269
2026-03-31 13:58:00,455.37,0.95,0.281
2026-03-31 13:59:00,450.57,1.026,0.417
2026-03-31 14:00:00,451.84,0.977,0.237
2026-03-31 14:01:00,452.46,1.018,0.246
2026-03-31 14:02:00,456.88,0.943,0.334
2026-03-31 14:03:00,447.93,0.955,0.31
2026-03-31 14:04:00,457.93,0.911,0.412
2026-03-31 14:05:00,444.58,1.077,0.271
2026-03-31 14:06:00,441.2,0.932,0.262
2026-03-31 14:07:00,452.97,1.02,0.323
2026-03-31 14:08:00,456.3,0.98,0.268
2026-03-31 14:09:00,449.1,0.912,0.408
2026-03-31 14:10:00,438.68,0.936,0.391
2026-03-31 14:11:00,442.55,0.976,0.204
2026-03-31 14:12:00,452.18,1.001,0.275
2026-03-31 14:13:00,449.95,0.986,0.153
2026-03-31 14:14:00,456.42,1.054,0.37
2026-03-31 14:15:00,450.36,0.997,0.459
2026-03-31 14:16:00,446.3,1.014,0.134
2026-03-31 14:17:00,451.55,0.974,0.227
2026-03-31 14:18:00,455.08,0.977,0.191
2026-03-31 14:19:00,456.76,0.983,0.27
2026-03-31 14:20:00,449.44,1.027,0.415
2026-03-31 14:21:00,450.34,0.992,0.191
2026-03-31 14:22:00,453.9,1.079,0.292
2026-03-31 14:23:00,446.26,0.935,0.328
2026-03-31 14:24:00,453.68,1.044,0.124
2026-03-31 14:25:00,448.84,0.963,0.313
2026-03-31 14:26:00,449.62,1.052,0.261
2026-03-31 14:27:00,450.01,0.982,0.443
2026-03-31 14:28:00,450.65,0.974,0.372
2026-03-31 14:29:00,459.57,1.016,0.271
2026-03-31 14:30:00,447.66,0.959,0.247
2026-03-31 14:31:00,447.91,0.953,0.134
2026-03-31 14:32:00,457.23,1.052,0.293
2026-03-31 14:33:00,452.22,0.962,0.277
2026-03-31 14:34:00,453.84,1.031,0.29
2026-03-31 14:35:00,444.85,0.901,0.386
2026-03-31 14:36:00,451.23,1.012,0.32
2026-03-31 14:37:00,454.05,1.016,0.326
2026-03-31 14:38:00,446.63,1.028,0.368
2026-03-31 14:39:00,453.14,0.976,0.279
2026-03-31 14:40:00,448.98,1.006,0.264
2026-03-31 14:41:00,446.77,1.02,0.174
2026-03-31 14:42:00,455.07,0.861,0.48
2026-03-31 14:43:00,455.69,0.99,0.364
2026-03-31 14:44:00,450.64,0.983,0.233
2026-03-31 14:45:00,452.25,1.044,0.397
2026-03-31 14:46:00,456.62,0.987,0.437
2026-03-31 14:47:00,448.02,0.984,0.295
2026-03-31 14:48:00,451.74,0.979,0.363
2026-03-31 14:49:00,448.07,0.92,0.28
2026-03-31 14:50:00,444.91,0.984,0.185
2026-03-31 14:51:00,448.03,0.989,0.202
2026-03-31 14:52:00,444.38,0.985,0.372
2026-03-31 14:53:00,452.13,0.985,0.255
2026-03-31 14:54:00,446.14,0.991,0.114
2026-03-31 14:55:00,443.01,1.025,0.306
2026-03-31 14:56:00,453.71,1.067,0.44
2026-03-31 14:57:00,453.39,0.992,0.324
2026-03-31 14:58:00,448.35,0.94,0.274
2026-03-31 14:59:00,453.52,1.004,0.28
2026-03-31 15:00:00,445.97,1.032,0.215
2026-03-31 15:01:00,448.14,1.051,0.324
2026-03-31 15:02:00,452.04,1.02,0.385
2026-03-31 15:03:00,455.17,0.948,0.333
2026-03-31 15:04:00,448.09,1.018,0.398
2026-03-31 15:05:00,447.02,0.979,0.231
2026-03-31 15:06:00,454.91,1.024,0.339
2026-03-31 15:07:00,453.06,0.999,0.259
2026-03-31 15:08:00,450.74,1.027,0.266
2026-03-31 15:09:00,455.91,0.967,0.347
2026-03-31 15:10:00,459.74,0.965,0.361
2026-03-31 15:11:00,451.83,0.938,0.376
2026-03-31 15:12:00,447.05,0.912,0.286
2026-03-31 15:13:00,452.49,0.983,0.206
2026-03-31 15:14:00,445.9,0.962,0.418
2026-03-31 15:15:00,456.21,1.065,0.369
2026-03-31 15:16:00,446.49,1.067,0.372
2026-03-31 15:17:00,449.03,0.894,0.395
2026-03-31 15:18:00,445.81,1.084,0.119
2026-03-31 15:19:00,450.91,1.068,0.311
2026-03-31 15:20:00,451.09,1.036,0.294
2026-03-31 15:21:00,453.71,1.101,0.308
2026-03-31 15:22:00,450.6,1.102,0.319
2026-03-31 15:23:00,450.23,1.079,0.245
2026-03-31 15:24:00,447.13,1.002,0.434
2026-03-31 15:25:00,448.57,1.0,0.347
2026-03-31 15:26:00,443.04,1.048,0.31
2026-03-31 15:27:00,456.97,0.966,0.333
2026-03-31 15:28:00,449.53,0.99,0.238
2026-03-31 15:29:00,458.2,0.92,0.362
2026-03-31 15:30:00,449.39,0.974,0.379
2026-03-31 15:31:00,440.49,1.011,0.391
2026-03-31 15:32:00,447.75,0.992,0.347
2026-03-31 15:33:00,449.99,1.022,0.42
2026-03-31 15:34:00,450.33,1.119,0.204
2026-03-31 15:35:00,453.38,1.014,0.316
2026-03-31 15:36:00,450.87,0.964,0.388
2026-03-31 15:37:00,448.32,0.953,0.292
2026-03-31 15:38:00,445.43,1.065,0.136
2026-03-31 15:39:00,447.97,0.959,0.539
2026-03-31 15:40:00,453.02,1.03,0.413
2026-03-31 15:41:00,454.29,1.038,0.318
2026-03-31 15:42:00,446.63,1.04,0.242
2026-03-31 15:43:00,455.03,0.952,0.269
2026-03-31 15:44:00,452.85,1.023,0.022
2026-03-31 15:45:00,445.56,1.006,0.441
2026-03-31 15:46:00,451.23,0.944,0.237
2026-03-31 15:47:00,451.85,0.95,0.302
2026-03-31 15:48:00,444.68,1.032,0.443
2026-03-31 15:49:00,443.21,1.103,0.274
2026-03-31 15:50:00,452.37,1.022,0.273
2026-03-31 15:51:00,447.73,0.978,0.199
2026-03-31 15:52:00,457.56,0.896,0.201
2026-03-31 15:53:00,458.61,1.045,0.156
2026-03-31 15:54:00,452.36,1.035,0.303
2026-03-31 15:55:00,454.76,1.037,0.278
2026-03-31 15:56:00,444.88,1.016,0.163
2026-03-31 15:57:00,443.34,1.036,0.349
2026-03-31 15:58:00,449.29,0.967,0.242
2026-03-31 15:59:00,443.57,1.102,0.202
2026-03-31 16:00:00,451.54,1.03,0.243
2026-03-31 16:01:00,446.08,1.103,0.266
2026-03-31 16:02:00,450.95,1.007,0.327
2026-03-31 16:03:00,449.13,0.929,0.329
2026-03-31 16:04:00,453.19,0.983,0.205
2026-03-31 16:05:00,451.63,1.012,0.33
2026-03-31 16:06:00,447.98,1.059,0.265
2026-03-31 16:07:00,443.16,1.018,0.313
2026-03-31 16:08:00,450.81,0.952,0.353
2026-03-31 16:09:00,441.29,0.93,0.186
2026-03-31 16:10:00,456.23,0.954,0.23
2026-03-31 16:11:00,452.64,1.057,0.332
2026-03-31 16:12:00,454.21,0.976,0.161
2026-03-31 16:13:00,445.15,0.979,0.234
2026-03-31 16:14:00,451.78,0.937,0.241
2026-03-31 16:15:00,446.67,1.044,0.318
2026-03-31 16:16:00,450.75,1.061,0.205
2026-03-31 16:17:00,445.01,0.998,0.436
2026-03-31 16:18:00,449.58,1.069,0.356
2026-03-31 16:19:00,443.11,1.041,0.176
2026-03-31 16:20:00,449.2,1.019,0.213
2026-03-31 16:21:00,441.78,1.03,0.319
2026-03-31 16:22:00,458.74,0.94,0.368
2026-03-31 16:23:00,450.8,1.038,0.339
2026-03-31 16:24:00,450.03,1.072,0.23
2026-03-31 16:25:00,453.38,1.0,0.247
2026-03-31 16:26:00,443.5,0.965,0.267
2026-03-31 16:27:00,446.1,0.976,0.186
2026-03-31 16:28:00,452.66,1.056,0.267
2026-03-31 16:29:00,450.81,1.0,0.166
2026-03-31 16:30:00,446.4,0.978,0.35
2026-03-31 16:31:00,453.24,1.017,0.341
2026-03-31 16:32:00,451.51,1.008,0.143
2026-03-31 16:33:00,452.53,0.995,0.108
2026-03-31 16:34:00,451.95,1.032,0.265
2026-03-31 16:35:00,446.59,0.93,0.316
2026-03-31 16:36:00,449.62,1.096,0.412
2026-03-31 16:37:00,440.71,0.976,0.225
2026-03-31 16:38:00,447.45,0.97,0.116
2026-03-31 16:39:00,448.77,1.052,0.399
2026-03-31 16:40:00,453.13,1.024,0.342
2026-03-31 16:41:00,452.56,1.04,0.461
2026-03-31 16:42:00,446.24,1.03,0.238
2026-03-31 16:43:00,446.13,0.886,0.466
2026-03-31 16:44:00,456.53,0.954,0.364
2026-03-31 16:45:00,448.53,1.004,0.394
2026-03-31 16:46:00,450.57,0.946,0.473
2026-03-31 16:47:00,453.93,1.0,0.264
2026-03-31 16:48:00,449.6,1.01,0.214
2026-03-31 16:49:00,449.24,0.996,0.397
2026-03-31 16:50:00,448.42,0.969,0.263
2026-03-31 16:51:00,447.45,0.957,0.288
2026-03-31 16:52:00,450.71,1.017,0.308
2026-03-31 16:53:00,440.89,0.932,0.295
2026-03-31 16:54:00,448.19,1.019,0.308
2026-03-31 16:55:00,452.7,1.025,0.148
2026-03-31 16:56:00,452.12,0.981,0.44
2026-03-31 16:57:00,457.06,1.018,0.268
2026-03-31 16:58:00,454.19,0.975,0.013
2026-03-31 16:59:00,452.04,1.018,0.238
2026-03-31 17:00:00,450.14,0.956,0.228
2026-03-31 17:01:00,447.72,0.983,0.199
2026-03-31 17:02:00,452.52,1.013,0.231
2026-03-31 17:03:00,451.62,0.993,0.371
2026-03-31 17:04:00,448.13,0.993,0.358
2026-03-31 17:05:00,445.66,1.063,0.147
2026-03-31 17:06:00,449.73,0.952,0.157
2026-03-31 17:07:00,455.78,0.947,0.222
2026-03-31 17:08:00,450.55,1.02,0.011
2026-03-31 17:09:00,450.14,0.932,0.339
2026-03-31 17:10:00,452.12,0.992,0.436
2026-03-31 17:11:00,452.41,1.003,0.319
2026-03-31 17:12:00,451.24,1.017,0.331
2026-03-31 17:13:00,449.79,0.96,0.256
2026-03-31 17:14:00,447.46,0.982,0.241
2026-03-31 17:15:00,455.02,1.026,0.238
2026-03-31 17:16:00,447.87,0.996,0.254
2026-03-31 17:17:00,457.86,1.006,0.177
2026-03-31 17:18:00,450.77,1.035,0.155
2026-03-31 17:19:00,450.26,1.036,0.33
2026-03-31 17:20:00,453.8,0.973,0.187
2026-03-31 17:21:00,446.73,0.998,0.318
2026-03-31 17:22:00,452.87,0.919,0.223
2026-03-31 17:23:00,450.58,1.033,0.128
2026-03-31 17:24:00,452.05,1.004,0.277
2026-03-31 17:25:00,446.58,1.106,0.292
2026-03-31 17:26:00,446.54,0.966,0.115
2026-03-31 17:27:00,440.84,0.913,0.233
2026-03-31 17:28:00,447.71,0.924,0.171
2026-03-31 17:29:00,447.45,0.995,0.329
2026-03-31 17:30:00,446.66,1.028,0.32
2026-03-31 17:31:00,449.42,1.0,0.373
2026-03-31 17:32:00,450.32,1.035,0.234
2026-03-31 17:33:00,452.5,1.027,0.178
2026-03-31 17:34:00,452.83,1.002,0.136
2026-03-31 17:35:00,453.25,0.989,0.3
2026-03-31 17:36:00,453.46,1.055,0.496
2026-03-31 17:37:00,451.38,0.949,0.502
2026-03-31 17:38:00,450.28,1.072,0.389
2026-03-31 17:39:00,454.65,1.014,0.331
2026-03-31 17:40:00,453.47,0.938,0.392
2026-03-31 17:41:00,442.59,0.998,0.552
2026-03-31 17:42:00,449.14,1.046,0.314
2026-03-31 17:43:00,440.98,1.023,0.371
2026-03-31 17:44:00,440.89,0.994,0.223
2026-03-31 17:45:00,447.46,1.062,0.325
2026-03-31 17:46:00,449.36,1.043,0.371
2026-03-31 17:47:00,447.88,1.034,0.219
2026-03-31 17:48:00,441.12,0.981,0.261
2026-03-31 17:49:00,453.88,0.985,0.258
2026-03-31 17:50:00,446.47,1.007,0.273
2026-03-31 17:51:00,452.45,1.006,0.25
2026-03-31 17:52:00,446.6,1.11,0.248
2026-03-31 17:53:00,447.51,0.93,0.244
2026-03-31 17:54:00,452.17,0.995,0.158
2026-03-31 17:55:00,448.25,0.963,0.173
2026-03-31 17:56:00,450.85,1.036,0.395
2026-03-31 17:57:00,451.39,1.016,0.376
2026-03-31 17:58:00,442.86,1.023,0.29
2026-03-31 17:59:00,452.39,0.899,0.348
2026-03-31 18:00:00,445.31,1.019,0.256
2026-03-31 18:01:00,444.44,0.955,0.6
2026-03-31 18:02:00,446.37,0.918,0.261
2026-03-31 18:03:00,454.07,1.057,0.182
2026-03-31 18:04:00,442.0,1.081,0.343
2026-03-31 18:05:00,453.25,1.016,0.317
2026-03-31 18:06:00,451.7,1.022,0.241
2026-03-31 18:07:00,450.37,0.948,0.347
2026-03-31 18:08:00,451.23,0.968,0.158
2026-03-31 18:09:00,448.55,0.967,0.288
2026-03-31 18:10:00,453.41,1.004,0.338
2026-03-31 18:11:00,447.87,0.932,0.28
2026-03-31 18:12:00,441.88,1.036,0.333
2026-03-31 18:13:00,449.61,1.028,0.42
2026-03-31 18:14:00,454.01,1.001,0.275
2026-03-31 18:15:00,452.46,1.007,0.412
2026-03-31 18:16:00,459.07,1.067,0.204
2026-03-31 18:17:00,448.73,1.043,0.319
2026-03-31 18:18:00,449.2,1.057,0.264
2026-03-31 18:19:00,448.83,1.046,0.145
2026-03-31 18:20:00,446.12,1.009,0.054
2026-03-31 18:21:00,447.63,1.041,0.252
2026-03-31 18:22:00,444.81,1.05,0.222
2026-03-31 18:23:00,438.53,1.022,0.156
2026-03-31 18:24:00,447.1,0.896,0.453
2026-03-31 18:25:00,450.12,0.933,0.217
2026-03-31 18:26:00,453.15,1.053,0.237
2026-03-31 18:27:00,447.12,0.9,0.394
2026-03-31 18:28:00,447.18,0.953,0.207
2026-03-31 18:29:00,455.15,0.934,0.287
2026-03-31 18:30:00,443.34,0.886,0.245
2026-03-31 18:31:00,449.18,1.018,0.18
2026-03-31 18:32:00,454.79,1.016,0.394
2026-03-31 18:33:00,446.46,0.973,0.302
2026-03-31 18:34:00,442.33,1.065,0.188
2026-03-31 18:35:00,458.53,0.903,0.196
2026-03-31 18:36:00,454.0,0.974,0.07
2026-03-31 18:37:00,454.15,0.967,0.216
2026-03-31 18:38:00,449.55,1.088,0.144
2026-03-31 18:39:00,453.2,1.003,0.251
2026-03-31 18:40:00,437.55,1.019,0.451
2026-03-31 18:41:00,447.81,0.993,0.197
2026-03-31 18:42:00,454.74,0.965,0.231
2026-03-31 18:43:00,443.02,1.033,0.314
2026-03-31 18:44:00,448.33,1.038,0.506
2026-03-31 18:45:00,451.6,1.09,0.475
2026-03-31 18:46:00,446.08,0.92,0.266
2026-03-31 18:47:00,450.04,0.94,0.272
2026-03-31 18:48:00,451.93,0.966,0.391
2026-03-31 18:49:00,451.51,1.073,0.45
2026-03-31 18:50:00,448.0,0.962,0.25
2026-03-31 18:51:00,445.85,1.064,0.133
2026-03-31 18:52:00,451.98,0.924,0.396
2026-03-31 18:53:00,451.7,1.017,0.306
2026-03-31 18:54:00,451.45,1.004,0.218
2026-03-31 18:55:00,450.57,0.94,0.379
2026-03-31 18:56:00,451.7,1.02,0.108
2026-03-31 18:57:00,454.38,0.979,0.407
2026-03-31 18:58:00,451.55,1.034,0.439
2026-03-31 18:59:00,450.49,1.035,0.183
2026-03-31 19:00:00,447.37,0.985,0.269
2026-03-31 19:01:00,456.93,1.003,0.21
2026-03-31 19:02:00,444.38,1.073,0.292
2026-03-31 19:03:00,448.99,0.961,0.342
2026-03-31 19:04:00,447.45,0.976,0.316
2026-03-31 19:05:00,440.86,1.021,0.24
2026-03-31 19:06:00,451.77,1.023,0.253
2026-03-31 19:07:00,448.98,0.908,0.264
2026-03-31 19:08:00,450.16,0.97,0.355
2026-03-31 19:09:00,449.11,0.974,0.311
2026-03-31 19:10:00,453.77,1.063,0.31
2026-03-31 19:11:00,454.41,1.006,0.178
2026-03-31 19:12:00,444.49,0.918,0.495
2026-03-31 19:13:00,458.83,1.056,0.228
2026-03-31 19:14:00,448.8,1.043,0.209
2026-03-31 19:15:00,452.94,0.95,0.369
2026-03-31 19:16:00,450.9,1.033,0.255
2026-03-31 19:17:00,450.53,0.99,0.302
2026-03-31 19:18:00,452.78,1.033,0.256
2026-03-31 19:19:00,456.59,1.09,0.426
2026-03-31 19:20:00,453.89,1.007,0.445
2026-03-31 19:21:00,448.78,0.918,0.427
2026-03-31 19:22:00,449.58,0.955,0.305
2026-03-31 19:23:00,447.18,0.981,0.407
2026-03-31 19:24:00,453.58,0.996,0.172
2026-03-31 19:25:00,452.95,0.96,0.159
2026-03-31 19:26:00,448.29,0.995,0.286
2026-03-31 19:27:00,456.63,0.935,0.304
2026-03-31 19:28:00,455.37,0.972,0.234
2026-03-31 19:29:00,459.12,0.988,0.142
2026-03-31 19:30:00,446.05,1.033,0.466
2026-03-31 19:31:00,449.5,0.906,0.397
2026-03-31 19:32:00,449.02,0.942,0.371
2026-03-31 19:33:00,463.02,0.985,0.222
2026-03-31 19:34:00,450.05,0.956,0.274
2026-03-31 19:35:00,456.33,1.007,0.198
2026-03-31 19:36:00,455.17,1.076,0.322
2026-03-31 19:37:00,449.58,0.937,0.416
2026-03-31 19:38:00,450.28,0.93,0.436
2026-03-31 19:39:00,452.61,0.996,0.214
2026-03-31 19:40:00,456.29,0.966,0.291
2026-03-31 19:41:00,449.14,0.995,0.446
2026-03-31 19:42:00,447.46,1.051,0.421
2026-03-31 19:43:00,454.66,1.034,0.202
2026-03-31 19:44:00,444.27,0.955,0.278
2026-03-31 19:45:00,451.26,0.979,0.306
2026-03-31 19:46:00,455.3,0.929,0.257
2026-03-31 19:47:00,452.15,0.91,0.342
2026-03-31 19:48:00,447.17,0.908,0.411
2026-03-31 19:49:00,444.99,0.904,0.204
2026-03-31 19:50:00,455.94,0.967,0.299
2026-03-31 19:51:00,449.12,1.007,0.244
2026-03-31 19:52:00,445.49,1.014,0.399
2026-03-31 19:53:00,455.69,0.993,0.341
2026-03-31 19:54:00,454.01,1.024,0.289
2026-03-31 19:55:00,444.74,0.91,0.18
2026-03-31 19:56:00,462.57,1.023,0.487
2026-03-31 19:57:00,447.3,1.021,0.369
2026-03-31 19:58:00,453.92,1.046,0.178
2026-03-31 19:59:00,459.93,0.997,0.286
2026-03-31 20:00:00,454.44,1.005,0.224
2026-03-31 20:01:00,451.3,1.029,0.378
2026-03-31 20:02:00,442.84,0.9,0.341
2026-03-31 20:03:00,460.21,1.01,0.351
2026-03-31 20:04:00,454.33,0.963,0.212
2026-03-31 20:05:00,442.93,0.978,0.262
2026-03-31 20:06:00,457.72,0.976,0.345
2026-03-31 20:07:00,450.31,1.006,0.44
2026-03-31 20:08:00,448.61,1.048,0.34
2026-03-31 20:09:00,447.14,1.032,0.495
2026-03-31 20:10:00,450.86,1.055,0.188
2026-03-31 20:11:00,454.04,0.983,0.187
2026-03-31 20:12:00,447.53,1.104,0.165
2026-03-31 20:13:00,450.64,1.076,0.317
2026-03-31 20:14:00,466.9,1.008,0.263
2026-03-31 20:15:00,452.38,0.975,0.256
2026-03-31 20:16:00,454.83,0.976,0.19
2026-03-31 20:17:00,445.21,0.917,0.401
2026-03-31 20:18:00,443.21,0.986,0.309
2026-03-31 20:19:00,457.32,0.987,0.194
2026-03-31 20:20:00,455.9,1.04,0.335
2026-03-31 20:21:00,458.57,0.91,0.322
2026-03-31 20:22:00,449.6,1.047,0.235
2026-03-31 20:23:00,456.27,1.094,0.303
2026-03-31 20:24:00,437.23,1.009,0.312
2026-03-31 20:25:00,452.71,0.958,0.245
2026-03-31 20:26:00,455.17,1.073,0.293
2026-03-31 20:27:00,446.56,0.992,0.279
2026-03-31 20:28:00,455.28,0.932,0.211
2026-03-31 20:29:00,449.1,0.991,0.292
2026-03-31 20:30:00,449.6,0.965,0.306
2026-03-31 20:31:00,448.71,1.047,0.298
2026-03-31 20:32:00,457.91,0.98,0.157
2026-03-31 20:33:00,447.73,0.964,0.318
2026-03-31 20:34:00,447.12,0.938,0.218
2026-03-31 20:35:00,445.71,0.965,0.378
2026-03-31 20:36:00,448.16,0.986,0.36
2026-03-31 20:37:00,450.98,1.031,0.284
2026-03-31 20:38:00,453.19,0.924,0.113
2026-03-31 20:39:00,446.23,0.892,0.367
2026-03-31 20:40:00,451.86,1.03,0.181
2026-03-31 20:41:00,453.06,0.964,-0.004
2026-03-31 20:42:00,445.34,1.072,0.408
2026-03-31 20:43:00,450.32,0.961,0.394
2026-03-31 20:44:00,449.58,1.009,0.324
2026-03-31 20:45:00,450.37,0.971,0.368
2026-03-31 20:46:00,447.35,0.976,0.284
2026-03-31 20:47:00,449.32,0.935,0.409
2026-03-31 20:48:00,450.16,1.069,0.384
2026-03-31 20:49:00,459.32,1.006,0.403
2026-03-31 20:50:00,450.22,1.016,0.303
2026-03-31 20:51:00,456.69,1.069,0.297
2026-03-31 20:52:00,457.07,1.048,0.404
2026-03-31 20:53:00,443.41,1.005,0.205
2026-03-31 20:54:00,448.54,0.95,0.26
2026-03-31 20:55:00,457.08,0.909,0.257
2026-03-31 20:56:00,450.91,1.05,0.431
2026-03-31 20:57:00,449.42,1.029,0.302
2026-03-31 20:58:00,453.75,0.983,0.291
2026-03-31 20:59:00,455.34,1.091,0.224
2026-03-31 21:00:00,449.85,0.906,0.322
2026-03-31 21:01:00,448.61,1.019,0.478
2026-03-31 21:02:00,438.18,0.944,0.201
2026-03-31 21:03:00,450.24,1.024,0.284
2026-03-31 21:04:00,448.09,1.025,0.603
2026-03-31 21:05:00,444.97,1.04,0.176
2026-03-31 21:06:00,448.97,0.917,0.219
2026-03-31 21:07:00,447.91,1.044,0.257
2026-03-31 21:08:00,450.85,0.985,0.195
2026-03-31 21:09:00,448.6,0.986,0.193
2026-03-31 21:10:00,452.23,1.051,0.325
2026-03-31 21:11:00,450.87,1.075,0.413
2026-03-31 21:12:00,456.37,0.995,0.06
2026-03-31 21:13:00,447.33,0.963,0.36
2026-03-31 21:14:00,458.9,0.943,0.34
2026-03-31 21:15:00,455.34,0.956,0.344
2026-03-31 21:16:00,457.43,1.002,0.239
2026-03-31 21:17:00,451.26,0.965,0.252
2026-03-31 21:18:00,448.59,1.05,0.337
2026-03-31 21:19:00,447.31,1.025,0.25
2026-03-31 21:20:00,458.76,1.015,0.211
2026-03-31 21:21:00,455.48,0.995,0.192
2026-03-31 21:22:00,444.96,0.976,0.352
2026-03-31 21:23:00,454.89,0.963,0.103
2026-03-31 21:24:00,445.87,0.939,0.272
2026-03-31 21:25:00,451.62,0.931,0.283
2026-03-31 21:26:00,454.13,0.985,0.269
2026-03-31 21:27:00,457.29,0.973,0.291
2026-03-31 21:28:00,451.19,1.006,0.229
2026-03-31 21:29:00,449.33,0.972,0.433
2026-03-31 21:30:00,450.22,0.995,0.149
2026-03-31 21:31:00,455.33,0.989,0.295
2026-03-31 21:32:00,453.94,0.966,0.181
2026-03-31 21:33:00,449.92,1.096,0.216
2026-03-31 21:34:00,440.68,1.036,0.322
2026-03-31 21:35:00,437.83,0.972,0.391
2026-03-31 21:36:00,451.13,0.956,0.327
2026-03-31 21:37:00,444.09,0.966,0.29
2026-03-31 21:38:00,447.36,1.044,0.336
2026-03-31 21:39:00,448.87,1.028,0.417
2026-03-31 21:40:00,460.38,0.969,0.343
2026-03-31 21:41:00,450.61,0.977,0.137
2026-03-31 21:42:00,453.6,0.885,0.452
2026-03-31 21:43:00,452.52,1.056,0.353
2026-03-31 21:44:00,437.89,0.984,0.253
2026-03-31 21:45:00,448.0,1.031,0.077
2026-03-31 21:46:00,443.9,0.926,0.34
2026-03-31 21:47:00,458.64,1.02,0.28
2026-03-31 21:48:00,440.9,1.071,0.427
2026-03-31 21:49:00,447.9,0.998,0.288
2026-03-31 21:50:00,448.7,1.034,0.346
2026-03-31 21:51:00,445.07,1.105,0.301
2026-03-31 21:52:00,450.51,0.976,0.172
2026-03-31 21:53:00,449.79,1.026,0.124
2026-03-31 21:54:00,450.82,0.928,0.244
2026-03-31 21:55:00,452.51,1.035,0.2
2026-03-31 21:56:00,451.18,1.067,0.222
2026-03-31 21:57:00,451.9,1.032,0.262
2026-03-31 21:58:00,455.56,0.975,0.407
2026-03-31 21:59:00,441.75,1.062,0.318
2026-03-31 22:00:00,453.5,1.065,0.405
2026-03-31 22:01:00,444.77,1.037,0.216
2026-03-31 22:02:00,446.79,0.966,0.191
2026-03-31 22:03:00,450.61,0.975,0.341
2026-03-31 22:04:00,452.06,1.009,0.31
2026-03-31 22:05:00,452.65,1.087,0.412
2026-03-31 22:06:00,445.27,0.997,0.318
2026-03-31 22:07:00,458.16,1.007,0.168
2026-03-31 22:08:00,447.91,0.953,0.231
2026-03-31 22:09:00,446.4,0.989,0.243
2026-03-31 22:10:00,443.64,0.957,0.335
2026-03-31 22:11:00,443.15,1.043,0.374
2026-03-31 22:12:00,443.0,0.996,0.251
2026-03-31 22:13:00,451.57,1.025,0.262
2026-03-31 22:14:00,453.02,0.995,0.258
2026-03-31 22:15:00,445.68,0.974,0.355
2026-03-31 22:16:00,444.29,0.813,0.132
2026-03-31 22:17:00,448.94,1.041,0.452
2026-03-31 22:18:00,450.49,0.994,0.432
2026-03-31 22:19:00,451.31,1.011,0.311
2026-03-31 22:20:00,445.18,1.091,0.271
2026-03-31 22:21:00,449.16,0.981,0.374
2026-03-31 22:22:00,457.84,1.061,0.388
2026-03-31 22:23:00,444.03,0.938,0.375
2026-03-31 22:24:00,449.85,1.081,0.242
2026-03-31 22:25:00,452.5,1.0,0.327
2026-03-31 22:26:00,445.16,1.032,0.37
2026-03-31 22:27:00,453.06,1.012,0.237
2026-03-31 22:28:00,443.3,1.006,0.329
2026-03-31 22:29:00,453.17,1.036,0.44
2026-03-31 22:30:00,450.22,0.964,0.401
2026-03-31 22:31:00,442.9,0.981,0.343
2026-03-31 22:32:00,453.44,1.069,0.346
2026-03-31 22:33:00,445.52,0.95,0.247
2026-03-31 22:34:00,449.23,0.986,0.365
2026-03-31 22:35:00,453.15,0.997,0.418
2026-03-31 22:36:00,445.18,0.922,0.271
2026-03-31 22:37:00,447.36,1.086,0.421
2026-03-31 22:38:00,455.63,0.961,0.419
2026-03-31 22:39:00,439.65,0.938,0.373
2026-03-31 22:40:00,457.09,0.964,0.543
2026-03-31 22:41:00,442.68,0.991,0.247
2026-03-31 22:42:00,446.5,1.05,0.432
2026-03-31 22:43:00,451.41,0.983,0.275
2026-03-31 22:44:00,453.02,1.02,0.429
2026-03-31 22:45:00,451.49,1.034,0.226
2026-03-31 22:46:00,450.24,1.017,0.333
2026-03-31 22:47:00,447.82,0.975,0.322
2026-03-31 22:48:00,457.81,1.077,0.268
2026-03-31 22:49:00,453.86,0.976,0.32
2026-03-31 22:50:00,455.88,1.019,0.151
2026-03-31 22:51:00,447.89,0.991,0.272
2026-03-31 22:52:00,438.36,0.946,0.229
